"","name","year","nominations","rating","duration","Action","Adventure","Biography","Comedy","Crime","Drama","Musical","Western","Family","Film-Noir","History","Mystery","Romance","Sport","War","director_name","actor_2_name","gross","actor_1_name","actor_3_name","plot_keywords","language","country","budget","Fantasy","Sci.Fi","Thriller","Documentary","Horror","Animation"
"1353","TOP GUN",1986,0,6.9,110,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Tony Scott","Tom Skerritt",176781728,"Tom Cruise","Adrian Pasdar","flying|gay subtext|machismo|male objectification|pilot","English","USA",1.5e+07,0,0,0,0,0,0
"1354","BRINGING OUT THE DEAD",1999,0,6.8,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Martin Scorsese","Marc Anthony",16640210,"Nicolas Cage","Sonja Sohn","ambulance|ghost|hell|paramedic|rescue","English","USA",5.5e+07,0,0,1,0,0,0
"1355","OCEAN'S ELEVEN",2001,0,7.8,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Steven Soderbergh","Bernie Mac",183405771,"Brad Pitt","Elliott Gould","card dealer|casino|criminal mastermind|recruiting|ulcer","English","USA",8.5e+07,0,0,1,0,0,0
"1356","THE TREE OF LIFE",2011,0,6.7,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Terrence Malick","Tye Sheridan",13303319,"Brad Pitt","Fiona Shaw","1950s|children|ice cube|texas|waco texas","English","USA",3.2e+07,1,0,0,0,0,0
"1357","GERRY",2002,0,6.2,103,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"Gus Van Sant","Casey Affleck",236266,"Matt Damon","Unknown","desert|friend|friendship|minimal dialogue|water","English","USA",3500000,0,0,0,0,0,0
"1358","MEN IN BLACK",1997,0,7.3,98,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"Barry Sonnenfeld","Rip Torn",250147615,"Will Smith","Linda Fiorentino","alien|box office hit|flying saucer|laser gun|wisecrack humor","English","USA",9e+07,0,1,0,0,0,0
"1359","BAD COMPANY",2002,0,5.6,116,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Joel Schumacher","Brooke Smith",30157016,"Anthony Hopkins","Garcelle Beauvais","cia|cia agent|terrorist|twin|twin brother","English","USA",7e+07,0,0,1,0,0,0
"1360","8MM",1999,0,6.5,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Joel Schumacher","Chris Bauer",36283504,"Nicolas Cage","Anthony Heald","investigation|obsession|private eye|private investigator|snuff film","English","Germany",4e+07,0,0,1,0,0,0
"1361","BAD BOYS II",2003,0,6.6,147,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Michael Bay","Henry Rollins",138396624,"Will Smith","Jordi Moll?","cuba|dea|drugs|money|undercover","English","USA",1.3e+08,0,0,1,0,0,0
"1362","50 FIRST DATES",2004,0,6.8,99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Peter Segal","Peter Dante",120776832,"Adam Sandler","Allen Covert","dream|hawaii|hawaiian shirt|short term memory loss|veterinarian","English","USA",7.5e+07,0,0,0,0,0,0
"1363","THE FISHER KING",1991,0,7.6,137,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Terry Gilliam","David Hyde Pierce",41895491,"Jeff Bridges","Harry Shearer","friendship|holy grail|massacre|redemption|video store","English","USA",2.4e+07,1,0,0,0,0,0
"1364","BEYOND BORDERS",2003,0,6.5,127,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,"Martin Campbell","Teri Polo",4426297,"Angelina Jolie Pitt","Noah Emmerich","africa|american|border|doctor|well","English","USA",3.5e+07,0,0,0,0,0,0
"1365","A PRAIRIE HOME COMPANION",2006,0,6.8,105,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Robert Altman","Virginia Madsen",20338609,"Meryl Streep","Lily Tomlin","backstage|country music|cowboy|radio|singing","English","USA",1e+07,0,0,0,0,0,0
"1366","SUPERMAN",1978,0,7.3,188,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"Richard Donner","Margot Kidder",134218018,"Marlon Brando","Ned Beatty","1970s|clark kent|planet|superhero|year 1978","English","USA",5.5e+07,0,1,0,0,0,0
"1367","ENDER'S GAME",2013,0,6.7,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gavin Hood","Moises Arias",61656849,"Harrison Ford","Aramis Knight","alien|future|manipulation|simulation|training","English","USA",1.1e+08,0,1,0,0,0,0
"1368","RAIDERS OF THE LOST ARK",1981,0,8.5,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steven Spielberg","Karen Allen",242374454,"Harrison Ford","William Hootkins","archeological dig|archeologist|ark of the covenant|egypt|nazi","English","USA",1.8e+07,0,0,0,0,0,0
"1369","KILL THE MESSENGER",2014,0,7,112,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,"Michael Cuesta","Paz Vega",2445646,"Jeremy Renner","Robert Pralgo","based on true story|cia|cocaine|journalist|smear campaign","English","USA",5e+06,0,0,1,0,0,0
"1370","THE IRON LADY",2011,0,6.4,105,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"Phyllida Lloyd","Jim Broadbent",29959436,"Meryl Streep","Olivia Colman","british prime minister|female prime minister|politics|prime minister|told in flashback","English","UK",1.3e+07,0,0,0,0,0,0
"1371","WHAT LIES BENEATH",2000,0,6.6,130,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Robert Zemeckis","Amber Valletta",155370362,"Harrison Ford","Miranda Otto","ghost|haunted house|research|secret|vermont","English","USA",1e+08,1,0,1,0,1,0
"1372","INDIANA JONES AND THE LAST CRUSADE",1989,0,8.3,127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steven Spielberg","Julian Glover",197171806,"Harrison Ford","Alison Doody","castle|diary|holy grail|map|nazi","English","USA",4.8e+07,1,0,0,0,0,0
"1374","KNOCKED UP",2007,0,7,133,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Judd Apatow","Martin Starr",148734225,"Harold Ramis","Charlyne Yi","one night stand|pregnancy|slacker|unplanned pregnancy|website","English","USA",3e+07,0,0,0,0,0,0
"1375","SKY CAPTAIN AND THE WORLD OF TOMORROW",2004,0,6.1,106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Kerry Conran","Laurence Olivier",37760080,"Angelina Jolie Pitt","Bai Ling","captain|pilot|reporter|robot|scientist","English","USA",7e+07,0,1,1,0,0,0
"1376","NEVER LET ME GO",2010,0,7.2,103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Mark Romanek","Charlie Rowe",2412045,"Andrew Garfield","Charlotte Rampling","boarding school|childhood|love|love triangle|organ donation","English","UK",1.5e+07,0,1,0,0,0,0
"1377","MONA LISA SMILE",2003,0,6.4,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mike Newell","Kirsten Dunst",63695760,"Julia Roberts","Marian Seldes","art|college|school|student|wellesley college","English","USA",6.5e+07,0,0,0,0,0,0
"1378","THE LOSERS",2010,0,6.4,97,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Sylvain White","Jason Patric",23527955,"Chris Evans","?scar Jaenada","hacking|hijacking|martial arts|revenge|special forces","English","USA",2.5e+07,0,0,1,0,0,0
"1379","CHANGELING",2008,0,7.8,141,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Clint Eastwood","Michael Kelly",35707327,"Angelina Jolie Pitt","Colm Feore","execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction","English","USA",5.5e+07,0,0,1,0,0,0
"1380","BEDTIME STORIES",2008,0,6.1,99,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Adam Shankman","Carmen Electra",109993847,"Adam Sandler","Kathryn Joosten","2000s|bedtime story|elephant|handyman|tween girl","English","USA",8e+07,1,0,0,0,0,0
"1381","RUNAWAY BRIDE",1999,0,5.5,116,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Garry Marshall","Christopher Meloni",152149590,"Julia Roberts","Hector Elizondo","bride|columnist|journalist|maryland|wedding","English","USA",7e+07,0,0,0,0,0,0
"1383","ONE TRUE THING",1998,0,7,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Carl Franklin","William Hurt",23209440,"Meryl Streep","Tom Everett Scott","cancer|job|love|new york|professor","English","USA",3e+07,0,0,0,0,0,0
"1384","GOSSIP",2000,0,5.9,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Davis Guggenheim","Sharon Lawrence",5108820,"Norman Reedus","Noam Jenkins","college|college campus|gossip|rape|sex","English","USA",2.4e+07,0,0,1,0,0,0
"1385","SONG ONE",2014,0,5.8,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Kate Barker-Froyland","Shawn Parsons",20200,"Anne Hathaway","Li Jun Li","musician|number in title|recording|sibling","English","USA",6e+06,0,0,0,0,0,0
"1386","HOLLYWOOD ENDING",2002,0,6.6,112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Woody Allen","Debra Messing",4839383,"Woody Allen","Treat Williams","blind|director|psychosomatic blindness|self deprecating|studio","English","USA",1.6e+07,0,0,0,0,0,0
"1387","MISSION: IMPOSSIBLE",1996,0,7.1,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brian De Palma","Kristin Scott Thomas",180965237,"Tom Cruise","Vanessa Redgrave","disguise|mission|spy|stealing|traitor","English","USA",8e+07,0,0,1,0,0,0
"1388","WAR OF THE WORLDS",2005,0,6.5,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steven Spielberg","Lisa Ann Walter",234277056,"Tom Cruise","Rick Gonzalez","alien|fight|storm|survival|tripod","English","USA",1.32e+08,0,1,1,0,0,0
"1389","PATRIOT GAMES",1992,0,6.9,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phillip Noyce","Polly Walker",83287363,"Harrison Ford","Patrick Bergin","analyst|cia|ira|terrorist|terrorist attack","English","USA",4.5e+07,0,0,1,0,0,0
"1390","THE BUTTERFLY EFFECT",2004,0,7.7,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eric Bress","Eric Stoltz",23947,"Logan Lerman","Cameron Bright","blackout|child pornography|memory|surprise ending|time travel","English","USA",1.3e+07,0,1,1,0,0,0
"1391","KUNG FU PANDA",2008,0,7.6,92,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Mark Osborne","Wayne Knight",215395021,"Angelina Jolie Pitt","Dan Fogler","kung fu|kung fu master|master|panda|snow leopard","English","USA",1.3e+08,0,0,0,0,0,1
"1392","A HISTORY OF VIOLENCE",2005,0,7.5,96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"David Cronenberg","Kyle Schmid",31493782,"Viggo Mortensen","William Hurt","bar|crotch shot|female full frontal nudity|female pubic hair|robbery","English","USA",3.2e+07,0,0,1,0,0,0
"1393","THE REMAINS OF THE DAY",1993,0,7.9,134,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"James Ivory","Peter Vaughan",22954968,"Anthony Hopkins","Ben Chaplin","butler|housekeeper|manor|servant|service","English","UK",11500000,0,0,0,0,0,0
"1394","KNIGHT AND DAY",2010,0,6.3,117,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"James Mangold","Marc Blucas",76418654,"Tom Cruise","Jordi Moll?","chase|fbi|garage|spy|surveillance","English","USA",1.17e+08,0,0,0,0,0,0
"1395","SIX DAYS SEVEN NIGHTS",1998,0,5.7,98,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Ivan Reitman","Anne Heche",74329966,"Harrison Ford","Amy Sedaris","airplane|island|pilot|storm|thunderstorm","English","USA",7e+07,0,0,0,0,0,0
"1396","CLICK",2006,0,6.4,107,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Frank Coraci","Cameron Monaghan",137340146,"Adam Sandler","Julie Kavner","architect|frozen time|obese man|remote control|stopped time","English","USA",7e+07,1,0,0,0,0,0
"1397","ELIZABETHTOWN",2005,0,6.4,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Cameron Crowe","Kirsten Dunst",26838389,"Orlando Bloom","Judy Greer","flight|flight attendant|kentucky|shoes|travel","English","USA",5.7e+07,0,0,0,0,0,0
"1398","THE NEW GUY",2002,0,5.9,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ed Decter","Eddie Griffin",28972187,"Zooey Deschanel","Gene Simmons","cheerleader|geek|high school|prison|reference to janet jackson","English","USA",1.3e+07,0,0,0,0,0,0
"1399","SCOTT PILGRIM VS. THE WORLD",2010,0,7.5,112,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Edgar Wright","Kieran Culkin",31494270,"Anna Kendrick","Ellen Wong","band|dating|high school|hipster|rock band","English","USA",6e+07,1,0,0,0,0,0
"1400","NEW YORK STORIES",1989,0,6.4,124,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Woody Allen","Larry David",10763469,"Woody Allen","Mia Farrow","12 year old|artist|hotel|three word title|written and directed by cast member","English","USA",1.5e+07,0,0,0,0,0,0
"1401","THE BOONDOCK SAINTS",1999,0,7.9,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Troy Duffy","David Della Rocco",48468407.5268093,"Norman Reedus","Bob Marley","fbi|fbi agent|friend|irish|mafia","English","Canada",7e+06,0,0,1,0,0,0
"1402","PITCH PERFECT",2012,0,7.2,112,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Jason Moore","Hana Mae Lee",64998368,"Anna Kendrick","Ben Platt","a cappella|competition|dj|female protagonist|lesbian","English","USA",1.7e+07,0,0,0,0,0,0
"1403","DYING OF THE LIGHT",2014,0,4.4,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paul Schrader","Ir?ne Jacob",48468407.5268093,"Nicolas Cage","Tomiwa Edun","cia|individualism|mental illness|religion|revenge","English","Bahamas",5e+06,0,0,1,0,0,0
"1404","EDGE OF TOMORROW",2014,0,7.9,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doug Liman","Lara Pulver",100189501,"Tom Cruise","Noah Taylor","alien|combat|dying repeatedly|end of the world|time loop","English","USA",1.78e+08,0,1,0,0,0,0
"1405","STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK",1980,0,8.8,127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Irvin Kershner","Kenny Baker",290158751,"Harrison Ford","Anthony Daniels","duel|famous twist|rebel|rescue|snowy landscape","English","USA",1.8e+07,1,1,0,0,0,0
"1406","FLYBOYS",2006,0,6.6,140,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,"Tony Bill","Tyler Labine",13082288,"James Franco","Philip Winchester","american|france|military|pilot|training","English","UK",6e+07,0,0,0,0,0,0
"1407","THE HOURS",2002,0,7.6,114,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Stephen Daldry","Stephen Dillane",41597830,"Meryl Streep","Miranda Richardson","housewife|lesbian|novel|party|reading","English","USA",2.5e+07,0,0,0,0,0,0
"1408","THE WORLD'S FASTEST INDIAN",2005,0,7.9,127,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Roger Donaldson","Antony Starr",5128124,"Anthony Hopkins","Craig Hall","mortgage|motorcycle|speed|trailer|utah","English","New Zealand",2.5e+07,0,0,0,0,0,0
"1409","MEN IN BLACK 3",2012,0,6.8,106,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Barry Sonnenfeld","Michael Stuhlbarg",179020854,"Will Smith","Nicole Scherzinger","alien|criminal|m.i.b.|maximum security prison|prison","English","USA",2.25e+08,1,1,0,0,0,0
"1410","LIFE OR SOMETHING LIKE IT",2002,0,5.8,103,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Stephen Herek","Stockard Channing",14448589,"Angelina Jolie Pitt","James Gammon","football|homeless man|interview|psychic|reporter","English","USA",4e+07,0,0,0,0,0,0
"1412","THE SUM OF ALL FEARS",2002,0,6.4,124,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Phil Alden Robinson","Bruce McGill",118471320,"Morgan Freeman","Philip Baker Hall","analyst|cia|nuclear bomb|nuclear weapons|russia","English","USA",6.8e+07,0,0,1,0,0,0
"1413","BECOMING JANE",2007,0,7.1,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Julian Jarrold","Julie Walters",18663911,"Anne Hathaway","Laurence Fox","country estate|jane austen|lady|love|writing","English","UK",16500000,0,0,0,0,0,0
"1414","MINORITY REPORT",2002,0,7.7,145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Steven Spielberg","Frank Grillo",132014112,"Tom Cruise","Jessica Capshaw","future|murder|neo noir|washington d.c.|year 2054","English","USA",1.02e+08,0,1,1,0,0,0
"1415","THE CURSE OF THE JADE SCORPION",2001,0,6.8,103,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,"Woody Allen","Elizabeth Berkley",7496522,"Woody Allen","Peter Gerety","efficiency expert|insurance investigator|magician|scorpion|thief","English","USA",2.6e+07,0,0,0,0,0,0
"1416","SPANGLISH",2004,0,6.5,131,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"James L. Brooks","Paz Vega",42044321,"Adam Sandler","Sarah Steele","chef|college|housekeeper|letter|mexico","English","USA",8e+07,0,0,0,0,0,0
"1417","SPY GAME",2001,0,7,114,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tony Scott","Stephen Dillane",26871,"Brad Pitt","Catherine McCormack","china|cia|cold war|friendship|retirement","English","Germany",9.2e+07,0,0,1,0,0,0
"1418","CONVERSATIONS WITH OTHER WOMEN",2005,0,7.1,84,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Hans Canosa","Thomas Lennon",379122,"Olivia Wilde","Nora Zehetner","female frontal nudity|filming a wedding|lingerie slip|memory|wedding","English","UK",450000,0,0,0,0,0,0
"1420","BIG EYES",2014,0,7,106,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"Tim Burton","Danny Huston",14479776,"Christoph Waltz","Jon Polito","1950s|abusive husband|artist|painting|secret","English","USA",1e+07,0,0,0,0,0,0
"1421","TALLADEGA NIGHTS: THE BALLAD OF RICKY BOBBY",2006,0,6.6,122,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Adam McKay","Leslie Bibb",148213377,"Will Ferrell","Gary Cole","car racing|french|friend|nascar|racing","English","USA",7.3e+07,0,0,0,0,0,0
"1422","SALT",2010,0,6.4,101,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Phillip Noyce","Andre Braugher",118311368,"Angelina Jolie Pitt","August Diehl","cia|on the run|russian|russian spy|strong female lead","English","USA",1.1e+08,0,0,1,0,0,0
"1423","THE MASK OF ZORRO",1998,0,6.7,136,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,"Martin Campbell","Tony Amendola",93771072,"Anthony Hopkins","Stuart Wilson","19th century|california|revenge|training|zorro","English","USA",6.5e+07,0,0,1,0,0,0
"1424","ALL THE REAL GIRLS",2003,0,6.9,108,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"David Gordon Green","Paul Schneider",548712,"Zooey Deschanel","Shea Whigham","best friend|lake|love|small town|womanizer","English","USA",2500000,0,0,0,0,0,0
"1425","THE BRAVE LITTLE TOASTER",1987,0,7.3,90,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,"Jerry Rees","Phil Hartman",48468407.5268093,"Jon Lovitz","Mindy Sterling","journey|obsolescence|radio|toaster|vacuum cleaner","English","USA",2300000,1,0,0,0,0,1
"1426","MY BEST FRIEND'S WEDDING",1997,0,6.3,105,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"P.J. Hogan","Christopher Masterson",126805112,"Julia Roberts","Rupert Everett","best friend|chick flick|male female friendship|promise|wedding","English","USA",4.6e+07,0,0,0,0,0,0
"1427","COPYCAT",1995,0,6.6,123,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Jon Amiel","Holly Hunter",32051917,"William McNamara","Harry Connick Jr.","agoraphobia|copycat murder|detective|psychologist|serial killer","English","USA",2e+07,0,0,1,0,0,0
"1428","LOADED WEAPON 1",1993,0,6.1,84,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Gene Quintano","Lin Shaye",27979400,"Jon Lovitz","Bill Nunn","cookie|detective|microfilm|parody|sergeant","English","USA",8200000,0,0,0,0,0,0
"1429","SPRING BREAKERS",2012,0,5.3,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Harmony Korine","Heather Morris",14123773,"James Franco","Rachel Korine","kissing a dead body|repeated dialogue|sex in pool|spring break|twins","English","USA",5e+06,0,0,0,0,0,0
"1430","CONTACT",1997,0,7.4,150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Robert Zemeckis","Tom Skerritt",100853835,"Matthew McConaughey","Larry King","message from outer space|religion|religion versus science|scientist|universe","English","USA",9e+07,0,1,1,0,0,0
"1431","SNOWPIERCER",2013,0,7,126,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Joon-ho Bong","Ewen Bremner",4563029,"Chris Evans","Kang-ho Song","closed ecological system|perpetual winter|population control|revolt|train","English","South Korea",39200000,0,1,1,0,0,0
"1432","RACHEL GETTING MARRIED",2008,0,6.7,113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Jonathan Demme","Rosemarie DeWitt",12796277,"Anne Hathaway","Bill Irwin","12 step program|friend|maid of honor|tears|wedding","English","USA",39752620.4363876,0,0,0,0,0,0
"1433","YEAR ONE",2009,0,4.9,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Harold Ramis","Oliver Platt",43337279,"Olivia Wilde","Xander Berkeley","abraham|hunter|princess|sodom|tribe","English","USA",6e+07,0,0,0,0,0,0
"1434","NURSE BETTY",2000,0,6.3,110,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Neil LaBute","Pruitt Taylor Vince",25167270,"Morgan Freeman","Kathleen Wilhoite","hospital|kansas city|obsession|salesman|soap opera","English","Germany",2.4e+07,0,0,0,0,0,0
"1435","THIRTEEN CONVERSATIONS ABOUT ONE THING",2001,0,7.1,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jill Sprecher","Rob McElhenney",3287435,"Matthew McConaughey","Amy Irving","attorney|happiness|house cleaner|physics|professor","English","USA",4500000,0,0,0,0,0,0
"1436","THE INTERVIEW",2014,0,6.6,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Evan Goldberg","Randall Park",6105175,"James Franco","Anders Holm","assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off","English","USA",4.4e+07,0,0,0,0,0,0
"1437","FRAILTY",2001,0,7.3,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Bill Paxton","Powers Boothe",13103828,"Matthew McConaughey","Matt O'Leary","demon|fbi|fbi agent|murder|religious fanatic","English","USA",1.1e+07,0,0,1,0,0,0
"1438","PALO ALTO",2013,0,6.3,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Gia Coppola","Nat Wolff",750100,"James Franco","Olivia Crocicchia","girls' soccer|high school|high school student|soccer coach|teenager","English","USA",39752620.4363876,0,0,0,0,0,0
"1439","SEVEN YEARS IN TIBET",1997,0,7,136,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,"Jean-Jacques Annaud","Mako",37901509,"Brad Pitt","Victor Wong","austria|dalai lama|himalaya|mountain|tibet","English","USA",7e+07,0,0,0,0,0,0
"1440","DREAMCATCHER",2003,0,5.5,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Lawrence Kasdan","Michael O'Neill",33685268,"Morgan Freeman","Reece Thompson","alien|friend|maine|military|woods","English","USA",6.8e+07,0,1,1,0,1,0
"1441","LOST IN SPACE",1998,0,5.1,130,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Stephen Hopkins","William Hurt",69102910,"Gary Oldman","June Lockhart","based on tv series|remake|robot|scientist|spaceship","English","USA",8e+07,0,1,1,0,0,0
"1442","THE UNBORN",2009,0,4.8,89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"David S. Goyer","Atticus Shaffer",42638165,"Gary Oldman","Rachel Brosnahan","babysitting|experiment|nightmare|possession|twin","English","USA",1.6e+07,1,0,1,0,1,0
"1443","JERRY MAGUIRE",1996,0,7.3,139,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"Cameron Crowe","Kelly Preston",153620822,"Tom Cruise","Bonnie Hunt","agent|career|client|fiance|sports agent","English","USA",5e+07,0,0,0,0,0,0
"1444","A MIGHTY HEART",2007,0,6.7,108,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"Michael Winterbottom","Archie Panjabi",9172810,"Angelina Jolie Pitt","Dan Futterman","fbi|journalist|missing|pakistan|reporter","English","USA",1.6e+07,0,0,1,0,0,0
"1445","THE BOURNE LEGACY",2012,0,6.7,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tony Gilroy","Scott Glenn",113165635,"Jeremy Renner","Stacy Keach","assassin|cia|drone|pill|wolf","English","USA",1.25e+08,0,0,1,0,0,0
"1446","THE FACULTY",1998,0,6.4,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Robert Rodriguez","Salma Hayek",40064955,"Jordana Brewster","Clea DuVall","alien|high school|ohio|photographer|water","English","USA",1.5e+07,0,1,0,0,1,0
"1447","BANGKOK DANGEROUS",2008,0,5.4,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Danny Pang","Charlie Yeung",15279680,"Nicolas Cage","James With","deaf|hitman|nightclub|pickpocket|rules of profession","English","USA",4e+07,0,0,1,0,0,0
"1448","THE RIVER WILD",1994,0,6.3,111,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Curtis Hanson","Glenn Morshower",46815748,"Meryl Streep","William Lucking","criminal|rafting|river|robber|white water rafting","English","USA",4.5e+07,0,0,1,0,0,0
"1449","THE CONVERSATION",1974,0,7.9,113,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Francis Ford Coppola","Teri Garr",48468407.5268093,"Harrison Ford","Cindy Williams","corruption|neo noir|recording|saxophone|surveillance","English","USA",1600000,0,0,1,0,0,0
"1450","LARA CROFT: TOMB RAIDER",2001,0,5.7,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Simon West","Noah Taylor",131144183,"Angelina Jolie Pitt","Chris Barrie","illuminati|planetary alignment|time|tomb|tomb raider","English","USA",1.15e+08,1,0,1,0,0,0
"1451","THE GREAT RAID",2005,0,6.7,132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"John Dahl","Clayne Crawford",10166502,"James Franco","Paolo Montalban","american|lieutenant colonel|mission|rescue|soldier","Filipino","USA",8e+07,0,0,0,0,0,0
"1452","BORN ON THE FOURTH OF JULY",1989,0,7.2,145,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"Oliver Stone","Tom Berenger",70001698,"Tom Cruise","Stephen Baldwin","desert|drunkenness|religious mother|strict mother|vietnam war","English","USA",1.4e+07,0,0,0,0,0,0
"1453","THE OUTSIDERS",1983,0,7.2,114,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Francis Ford Coppola","William Smith",25600000,"Tom Cruise","Tom Waits","dysfunctional family|gang|greaser|holding someone's head underwater|rivalry","English","USA",1e+07,0,0,0,0,0,0
"1454","WE ARE MARSHALL",2006,0,7.1,131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"McG","Kimberly Williams-Paisley",43532294,"Matthew McConaughey","Brian Geraghty","coach|football|football team|marshall university|university","English","USA",6.5e+07,0,0,0,0,0,0
